Age,Gender,Marital Status,Occupation,Monthly Income,Educational Qualifications,Family size,Location,Medium,Oatmeal-1kg,Oatmeal-2kg,Oatmeal-5kg,Fonio-1kg,Garri-1kg,Plantain_Chips -1kg,Buying_Convenience,Easy Payment option,Discount_Opinons,Product_Quality,Health Concern,Prompt_Delivery,Delivery_Experince,Affordability,Accessibility,Time_Importance,Order Time,Google Maps Accuracy,Influence of rating,Packaging_Quality,Politeness,Freshness,Good Taste ,Good Quantity,Output,Reviews
24,Male,Single,Employed,>200000,Post Graduate,10,Lagos,Restaurants,Yes,Yes,Yes,No,Yes,Yes,Strongly agree,Strongly agree,Agree,Agree,Agree,Neutral,Agree,Disagree,Agree,Yes,Anytime (Mon-Sun),Strongly disagree,Yes,Important,Very Important,Very Important,Very Important,Very Important,Yes,Nil
23,Female,Single,Employed,<50000,Post Graduate,10,Lagos,Restaurants,Yes,Yes,Yes,No,Yes,Yes,Neutral,Strongly agree,Disagree,Strongly agree,Agree,Neutral,Disagree,Neutral,Neutral,Yes,Weekend (Sat & Sun),Strongly Agree,Yes,Very Important,Moderately Important,Important,Very Important,Important,Yes,NIL
23,Male,Single,Employed,<50000,Post Graduate,10,Lagos,Restaurants,Yes,Yes,Yes,No,Yes,Yes,Neutral,Neutral,Neutral,Neutral,Strongly disagree,Disagree,Disagree,Strongly disagree,Neutral,Yes,Weekend (Sat & Sun),Neutral,Maybe,Very Important,Very Important,Very Important,Very Important,Very Important,Yes,Nil
22,Male,Single,Employed,<50000,Post Graduate,10,Lagos,Restaurants,Yes,Yes,Yes,No,Yes,Yes,Strongly agree,Neutral,Strongly agree,Neutral,Neutral,Neutral,Agree,Disagree,Neutral,Yes,Weekend (Sat & Sun),Neutral,Yes,Very Important,Moderately Important,Very Important,Important,Very Important,Yes,NIL
23,Male,Single,Employed,<50000,Post Graduate,10,Lagos,Restaurants,Yes,Yes,Yes,No,Yes,Yes,Strongly agree,Strongly agree,Strongly agree,Neutral,Disagree,Agree,Agree,Neutral,Strongly agree,Yes,Weekend (Sat & Sun),Agree,Yes,Very Important,Moderately Important,Important,Very Important,Very Important,Yes,NIL
24,Female,Single,Employed,<50000,Post Graduate,10,Lagos,Restaurants,Yes,Yes,Yes,No,Yes,Yes,Strongly agree,Agree,Agree,Neutral,Disagree,Neutral,Neutral,Disagree,Neutral,Yes,Anytime (Mon-Sun),Agree,Maybe,Very Important,Important,Very Important,Very Important,Very Important,Yes,Nil
24,Male,Single,Employed,<50000,Post Graduate,10,Lagos,Restaurants,Yes,Yes,Yes,No,Yes,Yes,Agree,Agree,Agree,Neutral,Neutral,Neutral,Agree,Strongly disagree,Strongly disagree,No,Anytime (Mon-Sun),Neutral,Maybe,Slightly Important,Very Important,Slightly Important,Slightly Important,Slightly Important,Yes,NIL
25,Male,Single,Employed,<50000,Graduate,10,Lagos,Restaurants,Yes,Yes,Yes,No,Yes,Yes,Agree,Agree,Strongly agree,Neutral,Strongly agree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Yes,Anytime (Mon-Sun),Agree,Yes,Important,Very Important,Very Important,Very Important,Very Important,Yes,NIL
25,Male,Single,Employed,<50000,Post Graduate,10,Lagos,Restaurants,Yes,Yes,Yes,No,Yes,Yes,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neutral,Strongly agree,Neutral,Yes,Anytime (Mon-Sun),Agree,Maybe,Very Important,Very Important,Very Important,Very Important,Very Important,No,"Now days delivery ?? is improved a lot like fast delivery ,but now corna time many people are hesitating to order "
28,Male,Married,Employed,>200000,Graduate,10,Lagos,Restaurants,Yes,Yes,Yes,No,Yes,Yes,Disagree,Disagree,Disagree,Strongly disagree,Disagree,Neutral,Disagree,Neutral,Agree,No,Anytime (Mon-Sun),Neutral,No,Moderately Important,Slightly Important,Important,Important,Slightly Important,No,I hate online deliveries.Had harsh past experiences with delivery boys and the company responses
27,Female,Prefer not to say,Employed,>200000,Post Graduate,10,Lagos,Restaurants,Yes,Yes,Yes,No,Yes,Yes,Agree,Strongly agree,Strongly disagree,Disagree,Agree,Agree,Disagree,Agree,Strongly agree,No,Weekdays (Mon-Fri),Strongly Agree,No,Very Important,Important,Slightly Important,Important,Important,No,nil
26,Male,Single,Employed,>200000,Ph.D,10,Lagos,Restaurants,Yes,Yes,Yes,No,Yes,Yes,Agree,Agree,Neutral,Disagree,Neutral,Agree,Agree,Strongly agree,Agree,Yes,Weekend (Sat & Sun),Agree,Yes,Important,Important,Important,Important,Slightly Important,No,I expect the food that is being delivered to be hot and fresh
22,Male,Single,Employed,<50000,Post Graduate,10,Lagos,Restaurants,Yes,Yes,Yes,No,Yes,Yes,Agree,Strongly agree,Neutral,Strongly agree,Strongly agree,Strongly agree,Neutral,Strongly agree,Neutral,Yes,Weekdays (Mon-Fri),Strongly Agree,Yes,Important,Important,Moderately Important,Important,Moderately Important,Yes,I love swiggy and their app user interface
24,Female,Single,Employed,<50000,Post Graduate,10,Lagos,Restaurants,Yes,Yes,Yes,No,Yes,Yes,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Yes,Anytime (Mon-Sun),Strongly Agree,Yes,Very Important,Slightly Important,Very Important,Very Important,Very Important,Yes,Nil
23,Male,Single,Employed,<50000,Post Graduate,1,Lagos,Wholesallers,Yes,Yes,Yes,No,Yes,Yes,Neutral,Disagree,Disagree,Neutral,Strongly agree,Strongly agree,Strongly agree,Disagree,Agree,Yes,Weekend (Sat & Sun),Disagree,Yes,Important,Moderately Important,Important,Important,Important,Yes,No Comments!
25,Male,Single,Employed,<50000,Graduate,1,Lagos,Wholesallers,Yes,No,No,No,No,No,Agree,Agree,Strongly agree,Neutral,Strongly agree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Yes,Anytime (Mon-Sun),Agree,Yes,Important,Very Important,Very Important,Very Important,Very Important,Yes,NIL
23,Female,Married,Employed,<50000,Graduate,5,Lagos,Wholesallers,Yes,Yes,Yes,No,Yes,Yes,Strongly agree,Neutral,Agree,Neutral,Neutral,Agree,Neutral,Disagree,Neutral,Yes,Weekdays (Mon-Fri),Neutral,Yes,Moderately Important,Slightly Important,Important,Important,Important,Yes,Nil
23,Female,Married,Employed,<50000,Graduate,5,Lagos,Wholesallers,Yes,Yes,Yes,No,Yes,Yes,Strongly agree,Neutral,Agree,Neutral,Neutral,Agree,Neutral,Disagree,Neutral,Yes,Weekdays (Mon-Fri),Neutral,Yes,Moderately Important,Slightly Important,Important,Important,Important,Yes,Nil
26,Male,Married,Employed,>200000,Graduate,5,Lagos,Wholesallers,Yes,Yes,Yes,No,Yes,Yes,Agree,Strongly agree,Neutral,Agree,Neutral,Neutral,Disagree,Agree,Agree,No,Weekend (Sat & Sun),Agree,No,Important,Important,Slightly Important,Slightly Important,Important,No,I expect quality food rather than delivery time and ratings
32,Female,Married,Employed,<50000,Uneducated,3,Lagos,Wholesallers,Yes,Yes,Yes,No,Yes,Yes,Strongly disagree,Disagree,Disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neutral,Maybe,Anytime (Mon-Sun),Neutral,Yes,Important,Very Important,Important,Important,Slightly Important,No,Expect the delivery person to understand our hunger
24,Female,Married,Employed,>200000,Post Graduate,3,Lagos,Wholesallers,Yes,Yes,Yes,No,Yes,Yes,Agree,Strongly agree,Strongly agree,Agree,Agree,Neutral,Disagree,Disagree,Disagree,Yes,Anytime (Mon-Sun),Strongly Agree,Yes,Very Important,Very Important,Very Important,Very Important,Very Important,No,Nil
23,Male,Married,Employed,<50000,Post Graduate,2,Lagos,Wholesallers,Yes,Yes,Yes,No,Yes,Yes,Strongly agree,Strongly agree,Agree,Neutral,Agree,Agree,Neutral,Disagree,Agree,Yes,Weekend (Sat & Sun),Strongly Agree,Yes,Very Important,Very Important,Important,Very Important,Very Important,Yes,Nil
22,Female,Married,Employed,>200000,Graduate,3,Lagos,Wholesallers,Yes,Yes,Yes,No,Yes,Yes,Strongly agree,Neutral,Strongly agree,Agree,Strongly agree,Agree,Disagree,Disagree,Neutral,Yes,Weekend (Sat & Sun),Agree,Yes,Important,Important,Very Important,Important,Important,Yes,NIL
24,Female,Married,Employed,<50000,Ph.D,3,Lagos,Wholesallers,Yes,Yes,Yes,No,Yes,Yes,Agree,Agree,Neutral,Agree,Agree,Strongly agree,Agree,Disagree,Agree,Yes,Anytime (Mon-Sun),Neutral,Yes,Very Important,Moderately Important,Important,Important,Important,Yes,Need more delivery bandwidth even in rural areas
26,Male,Single,Employed,>100000,Graduate,2,Lagos,Wholesallers,Yes,Yes,Yes,No,Yes,Yes,Agree,Disagree,Agree,Agree,Neutral,Agree,Disagree,Neutral,Agree,Yes,Anytime (Mon-Sun),Agree,No,Important,Important,Important,Important,Moderately Important,Yes,Requires professional packaging with no leakage
28,Male,Married,Employed,>200000,Graduate,3,Lagos,Wholesallers,Yes,Yes,Yes,No,Yes,Yes,Neutral,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Neutral,Yes,Anytime (Mon-Sun),Neutral,Yes,Very Important,Very Important,Important,Important,Important,No,NIL
26,Male,Single,Employed,>200000,Post Graduate,2,Lagos,Website,Yes,No,No,No,No,No,Agree,Agree,Disagree,Agree,Strongly agree,Agree,Agree,Agree,Neutral,Yes,Weekend (Sat & Sun),Agree,Yes,Moderately Important,Important,Important,Very Important,Important,No,Need more delivery people to cover all orders
25,Male,Single,Student,<50000,Post Graduate,1,Lagos,Website,No,Yes,Yes,No,Yes,Yes,Strongly agree,Strongly agree,Strongly agree,Neutral,Strongly agree,Agree,Strongly agree,Neutral,Strongly agree,Yes,Weekend (Sat & Sun),Neutral,Yes,Moderately Important,Moderately Important,Important,Important,Important,Yes,Nil
25,Male,Single,Student,<50000,Graduate,2,Lagos,Website,Yes,Yes,Yes,No,Yes,Yes,Agree,Agree,Agree,Neutral,Neutral,Agree,Neutral,Agree,Neutral,Yes,Anytime (Mon-Sun),Neutral,No,Very Important,Very Important,Slightly Important,Important,Important,No,NIL
18,Male,Married,Student,<50000,Graduate,5,Lagos,Website,Yes,Yes,Yes,No,Yes,Yes,Agree,Neutral,Agree,Strongly agree,Neutral,Agree,Disagree,Neutral,Neutral,Yes,Anytime (Mon-Sun),Agree,Yes,Moderately Important,Important,Very Important,Moderately Important,Important,Yes,NIL
21,Male,Married,Student,<50000,Post Graduate,4,Lagos,Website,Yes,Yes,Yes,No,Yes,Yes,Strongly disagree,Disagree,Disagree,Disagree,Agree,Neutral,Neutral,Neutral,Agree,Yes,Anytime (Mon-Sun),Agree,Yes,Important,Very Important,Important,Very Important,Very Important,Yes,nil 
25,Male,Single,Student,<50000,Post Graduate,1,Lagos,Website,Yes,Yes,Yes,No,Yes,Yes,Strongly agree,Strongly agree,Strongly agree,Neutral,Strongly agree,Agree,Strongly agree,Neutral,Strongly agree,Yes,Weekend (Sat & Sun),Neutral,Yes,Moderately Important,Moderately Important,Important,Important,Important,Yes,Nil
25,Male,Single,Student,<50000,Post Graduate,2,Lagos,Website,Yes,Yes,Yes,No,Yes,Yes,Strongly agree,Strongly agree,Neutral,Neutral,Agree,Agree,Neutral,Strongly agree,Strongly agree,Yes,Weekend (Sat & Sun),Strongly disagree,Yes,Important,Very Important,Very Important,Very Important,Very Important,Yes,No
23,Female,Single,Student,<50000,Graduate,5,Lagos,Website,Yes,Yes,Yes,No,Yes,Yes,Strongly agree,Neutral,Agree,Neutral,Neutral,Agree,Neutral,Disagree,Neutral,Yes,Weekdays (Mon-Fri),Neutral,Yes,Moderately Important,Slightly Important,Important,Important,Important,Yes,Nil
23,Male,Single,Employed,>100000,Post Graduate,2,Lagos,Website,Yes,Yes,Yes,No,Yes,Yes,Agree,Agree,Agree,Neutral,Neutral,Disagree,Disagree,Agree,Agree,Yes,Anytime (Mon-Sun),Neutral,Yes,Very Important,Very Important,Moderately Important,Very Important,Slightly Important,Yes,Want different cuisine dishes options in my location
25,Female,Married,Employed,>200000,Graduate,4,Lagos,Website,Yes,Yes,Yes,No,Yes,Yes,Disagree,Strongly disagree,Disagree,Neutral,Agree,Strongly agree,Neutral,Strongly agree,Neutral,Maybe,Anytime (Mon-Sun),Strongly Agree,Yes,Very Important,Very Important,Important,Moderately Important,Important,No,I had bad experience with delivery person. They need to be polite
31,Female,Married,House wife,<50000,School,5,Lagos,Website,Yes,Yes,Yes,No,Yes,Yes,Agree,Strongly agree,Agree,Strongly agree,Agree,Disagree,Disagree,Strongly disagree,Agree,Yes,Anytime (Mon-Sun),Neutral,Yes,Very Important,Very Important,Slightly Important,Important,Very Important,Yes,I'm happy with the service of online delivery startups
24,Male,Prefer not to say,Self Employeed,>200000,Ph.D,2,Lagos,Website,Yes,Yes,Yes,No,Yes,Yes,Disagree,Strongly disagree,Disagree,Strongly disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Yes,Anytime (Mon-Sun),Strongly disagree,Yes,Very Important,Very Important,Important,Moderately Important,Slightly Important,No,I need the order to be delivered fast to my location
32,Female,Married,Employed,>200000,Graduate,5,Lagos,Website,Yes,Yes,Yes,No,Yes,Yes,Strongly agree,Strongly agree,Agree,Agree,Disagree,Neutral,Disagree,Strongly disagree,Agree,Yes,Anytime (Mon-Sun),Agree,Yes,Moderately Important,Moderately Important,Moderately Important,Very Important,Very Important,Yes,I'm satisfied with the service of swiggy
25,Male,Single,Employed,>200000,Graduate,3,Lagos,Website,Yes,Yes,Yes,No,Yes,Yes,Agree,Strongly agree,Neutral,Agree,Disagree,Agree,Neutral,Disagree,Agree,Yes,Anytime (Mon-Sun),Strongly Agree,Yes,Very Important,Moderately Important,Slightly Important,Important,Very Important,Yes,"I'm satisfied with zomato, I'm also a premium member"
27,Female,Married,Self Employeed,>200000,Graduate,5,Lagos,Website,Yes,Yes,Yes,No,Yes,Yes,Disagree,Agree,Disagree,Agree,Strongly agree,Agree,Neutral,Disagree,Agree,Yes,Anytime (Mon-Sun),Strongly Agree,Yes,Important,Very Important,Important,Important,Important,No,"Freshness is important but when it is packed by the usual package, I feel it's losing it is freshness and quality"
26,Male,Single,Self Employeed,>100000,Graduate,3,Lagos,Website,Yes,Yes,Yes,No,Yes,Yes,Agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Agree,Strongly disagree,Strongly disagree,Disagree,No,Weekdays (Mon-Fri),Agree,No,Important,Slightly Important,Important,Important,Important,Yes,I have no problem with the delivery service. I'm satisfied
26,Female,Single,Self Employeed,>100000,Post Graduate,3,Lagos,Facebook market,Yes,Yes,Yes,No,Yes,Yes,Agree,Agree,Agree,Strongly agree,Disagree,Disagree,Disagree,Strongly disagree,Disagree,Yes,Anytime (Mon-Sun),Agree,Yes,Very Important,Very Important,Important,Important,Important,Yes,I love ordering from online as they have more varieties and discounts
32,Male,Married,Employed,>200000,Ph.D,5,Lagos,Facebook market,Yes,Yes,Yes,No,Yes,Yes,Agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Disagree,Disagree,Disagree,Yes,Anytime (Mon-Sun),Strongly Agree,Yes,Important,Important,Important,Very Important,Very Important,Yes,Online delivery requires much hygiene consciousness now than ever before   
24,Male,Married,Self Employeed,>200000,Ph.D,6,Lagos,Facebook market,Yes,Yes,Yes,No,Yes,Yes,Disagree,Disagree,Strongly disagree,Disagree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Yes,Anytime (Mon-Sun),Agree,Yes,Very Important,Very Important,Very Important,Very Important,Very Important,No,"I had bad experiences with delivery person, they need to be polite when asking for location and avoid asking us to come to a particular location to get the food"
27,Female,Married,Self Employeed,>200000,Graduate,3,Lagos,Facebook market,Yes,Yes,Yes,No,Yes,Yes,Agree,Strongly agree,Agree,Strongly agree,Disagree,Agree,Disagree,Strongly disagree,Strongly agree,Yes,Anytime (Mon-Sun),Strongly Agree,Yes,Very Important,Very Important,Slightly Important,Important,Very Important,Yes,I'm satisfied with the delivery service
23,Male,Single,Student,<50000,Post Graduate,3,Lagos,Facebook market,Yes,Yes,Yes,No,Yes,Yes,Agree,Agree,Neutral,Neutral,Agree,Agree,Neutral,Neutral,Agree,Yes,Weekend (Sat & Sun),Agree,No,Important,Very Important,Very Important,Important,Important,Yes,NIL
25,Male,Single,Student,<50000,Post Graduate,4,Lagos,Facebook market,Yes,Yes,Yes,No,Yes,Yes,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Agree,Disagree,Agree,Strongly agree,Yes,Anytime (Mon-Sun),Agree,Yes,Very Important,Very Important,Very Important,Very Important,Very Important,Yes,None
23,Male,Single,Student,<50000,Post Graduate,3,Lagos,Facebook market,Yes,Yes,Yes,No,Yes,Yes,Agree,Agree,Neutral,Neutral,Agree,Agree,Neutral,Neutral,Agree,Yes,Weekend (Sat & Sun),Agree,No,Important,Very Important,Very Important,Important,Important,Yes,NIL
23,Female,Single,Student,<50000,Post Graduate,4,Lagos,Facebook market,Yes,Yes,Yes,No,Yes,Yes,Strongly agree,Neutral,Neutral,Strongly agree,Disagree,Neutral,Agree,Disagree,Agree,Yes,Weekend (Sat & Sun),Neutral,Yes,Important,Moderately Important,Very Important,Very Important,Very Important,Yes,Nil
28,Male,Married,Employed,>100000,Post Graduate,3,Lagos,Facebook market,Yes,Yes,Yes,No,Yes,Yes,Agree,Strongly agree,Strongly agree,Agree,Disagree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,No,Anytime (Mon-Sun),Strongly Agree,No,Important,Important,Important,Important,Very Important,Yes,I'm satisfied with the current service of swiggy and zomato
32,Female,Married,Employed,>100000,Graduate,1,Lagos,Facebook market,Yes,Yes,Yes,No,Yes,Yes,Agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Agree,Strongly agree,Agree,Agree,Yes,Anytime (Mon-Sun),Strongly Agree,Yes,Important,Very Important,Important,Very Important,Very Important,No,I require faster delivery with minimum calls
23,Male,Single,Student,<50000,Post Graduate,2,Lagos,Facebook market,Yes,Yes,Yes,No,Yes,Yes,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Disagree,Strongly agree,Yes,Anytime (Mon-Sun),Agree,Yes,Very Important,Very Important,Important,Important,Important,Yes,NIL
19,Male,Single,Student,<50000,Graduate,2,Lagos,Facebook market,Yes,Yes,Yes,No,Yes,Yes,Agree,Neutral,Disagree,Disagree,Strongly disagree,Agree,Agree,Disagree,Agree,Yes,Anytime (Mon-Sun),Strongly Agree,No,Very Important,Important,Important,Important,Important,No,I had bad experiences with the food delivered to me 
19,Female,Single,Student,<50000,Graduate,4,Lagos,Google store,No,Yes,Yes,No,Yes,Yes,Strongly agree,Strongly agree,Strongly agree,Neutral,Agree,Agree,Agree,Neutral,Strongly agree,Yes,Anytime (Mon-Sun),Agree,Yes,Important,Slightly Important,Very Important,Important,Important,Yes,nil
27,Female,Married,Employee,>100000,Post Graduate,2,Lagos,Google store,No,Yes,Yes,No,Yes,Yes,Agree,Neutral,Neutral,Neutral,Strongly agree,Agree,Agree,Strongly agree,Agree,Maybe,Anytime (Mon-Sun),Disagree,Yes,Very Important,Moderately Important,Very Important,Very Important,Very Important,No,Nil 
25,Male,Single,Self Employeed,>100000,Graduate,3,Lagos,Google store,No,No,Yes,No,Yes,Yes,Agree,Strongly agree,Agree,Strongly agree,Strongly disagree,Disagree,Disagree,Disagree,Strongly disagree,Yes,Anytime (Mon-Sun),Neutral,Yes,Very Important,Very Important,Important,Important,Important,Yes,I love swiggy !!
33,Male,Married,Employee,>100000,Ph.D,5,Lagos,Google store,No,Yes,Yes,No,Yes,Yes,Agree,Disagree,Disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly agree,Yes,Anytime (Mon-Sun),Neutral,Yes,Very Important,Very Important,Very Important,Important,Very Important,No,I once had damaged package from zomato and they declined to offer me refund.worst behavior !
26,Female,Single,Employee,>100000,Graduate,3,Lagos,Google store,No,Yes,Yes,No,Yes,Yes,Agree,Strongly agree,Strongly agree,Agree,Disagree,Agree,Neutral,Disagree,Strongly agree,Yes,Anytime (Mon-Sun),Strongly Agree,No,Slightly Important,Slightly Important,Slightly Important,Slightly Important,Slightly Important,Yes,I'm satisfied with swiggy and their wonderful offers
22,Female,Single,Student,>100000,Post Graduate,4,Lagos,Google store,No,Yes,Yes,No,Yes,Yes,Strongly agree,Agree,Agree,Neutral,Neutral,Agree,Agree,Agree,Agree,Yes,Weekend (Sat & Sun),Neutral,Yes,Moderately Important,Moderately Important,Very Important,Important,Important,Yes,Nil
23,Male,Single,Student,<50000,Post Graduate,3,Lagos,Google store,No,No,Yes,No,Yes,Yes,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Yes,Anytime (Mon-Sun),Strongly Agree,Yes,Important,Important,Very Important,Very Important,Very Important,No,Nil
22,Female,Single,Student,<50000,Graduate,3,Lagos,Google store,No,No,Yes,No,Yes,Yes,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Yes,Anytime (Mon-Sun),Agree,Yes,Important,Slightly Important,Very Important,Very Important,Very Important,Yes,"Prices of food items differ while using different smartphones to order at the same time. So, there is no uniform pricing system in food delivery apps. But yes, they add a lot of convenience in our lives!"
25,Male,Married,Employee,>100000,Graduate,2,Lagos,Google store,No,No,Yes,No,Yes,Yes,Disagree,Disagree,Neutral,Disagree,Strongly agree,Agree,Agree,Disagree,Agree,Yes,Anytime (Mon-Sun),Strongly Agree,Maybe,Important,Very Important,Moderately Important,Important,Moderately Important,Yes,I'm okay ordering online for food
30,Female,Married,House wife,<50000,School,5,Lagos,Google store,No,No,Yes,No,Yes,Yes,Agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Disagree,Disagree,Agree,No,Weekdays (Mon-Fri),Agree,No,Very Important,Very Important,Important,Very Important,Very Important,Yes,I love ordering candies for my children from swiggy
24,Male,Married,Student,<50000,Post Graduate,3,Lagos,Google store,No,No,Yes,No,Yes,Yes,Disagree,Strongly disagree,Disagree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neutral,Yes,Anytime (Mon-Sun),Strongly Agree,Yes,Very Important,Very Important,Very Important,Very Important,Very Important,No,I hate zomato and food panda. Poor tracking and poor customer service
25,Male,Married,Employee,>100000,Post Graduate,3,Lagos,Google store,No,No,Yes,No,Yes,Yes,Agree,Strongly agree,Strongly agree,Agree,Disagree,Agree,Disagree,Strongly disagree,Strongly agree,Yes,Anytime (Mon-Sun),Strongly Agree,No,Important,Very Important,Slightly Important,Moderately Important,Slightly Important,Yes,Best service is provided by swiggy
23,Male,Married,Student,>200000,Post Graduate,3,Lagos,Google store,No,No,Yes,No,Yes,Yes,Strongly agree,Strongly agree,Strongly agree,Agree,Neutral,Disagree,Neutral,Strongly disagree,Agree,Yes,Anytime (Mon-Sun),Strongly Agree,Yes,Very Important,Very Important,Very Important,Very Important,Very Important,Yes,Nil 
24,Female,Married,Student,<50000,Post Graduate,4,Lagos,Google store,No,No,Yes,No,Yes,Yes,Agree,Agree,Neutral,Agree,Strongly agree,Neutral,Agree,Neutral,Agree,Yes,Anytime (Mon-Sun),Neutral,No,Very Important,Important,Very Important,Very Important,Very Important,Yes,Nil
32,Male,Married,Employee,>100000,Graduate,4,Lagos,Google store,No,Yes,Yes,No,Yes,Yes,Agree,Neutral,Agree,Disagree,Agree,Agree,Neutral,Neutral,Neutral,Yes,Weekend (Sat & Sun),Neutral,Yes,Important,Moderately Important,Moderately Important,Moderately Important,Important,Yes,NIL
22,Male,Single,Student,<50000,Post Graduate,4,Lagos,Supermarkets,Yes,Yes,Yes,No,Yes,Yes,Neutral,Neutral,Agree,Disagree,Neutral,Agree,Neutral,Neutral,Disagree,Yes,Anytime (Mon-Sun),Neutral,Yes,Moderately Important,Slightly Important,Moderately Important,Very Important,Important,Yes,NIL
23,Male,Single,Student,>100000,Post Graduate,3,Lagos,Supermarkets,Yes,Yes,Yes,No,Yes,Yes,Strongly agree,Strongly agree,Strongly agree,Agree,Neutral,Disagree,Neutral,Strongly disagree,Agree,Yes,Anytime (Mon-Sun),Strongly Agree,Yes,Very Important,Very Important,Very Important,Very Important,Very Important,Yes,Nil 
23,Female,Single,Student,<50000,Post Graduate,4,Lagos,Supermarkets,Yes,Yes,Yes,No,Yes,Yes,Strongly agree,Neutral,Neutral,Strongly agree,Disagree,Neutral,Agree,Disagree,Agree,Yes,Weekend (Sat & Sun),Neutral,Yes,Important,Moderately Important,Very Important,Very Important,Very Important,Yes,Nil
20,Male,Single,Student,<50000,Graduate,2,Lagos,Supermarkets,Yes,Yes,Yes,No,Yes,Yes,Agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Agree,Disagree,Strongly disagree,Disagree,Yes,Anytime (Mon-Sun),Strongly Agree,Yes,Very Important,Very Important,Important,Important,Important,Yes,Swiggy and zomato are the best food delivery apps
21,Male,Single,Student,<50000,Graduate,2,Lagos,Supermarkets,Yes,Yes,Yes,No,Yes,Yes,Agree,Agree,Strongly agree,Strongly agree,Strongly disagree,Disagree,Disagree,Agree,Agree,Yes,Anytime (Mon-Sun),Strongly Agree,Yes,Very Important,Very Important,Moderately Important,Moderately Important,Important,Yes,I have no issues with the delivery 
24,Female,Married,Self Employeed,>100000,Graduate,5,Lagos,Supermarkets,Yes,Yes,Yes,No,Yes,Yes,Agree,Neutral,Disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Yes,Anytime (Mon-Sun),Strongly Agree,Yes,Important,Important,Important,Moderately Important,Important,Yes,Food delivery apps are performing well in Bangalore. But poor delivery when it comes to rural places
23,Female,Single,Student,<50000,Post Graduate,4,Lagos,Supermarkets,Yes,Yes,Yes,No,Yes,Yes,Strongly agree,Neutral,Neutral,Strongly agree,Disagree,Neutral,Agree,Disagree,Agree,Yes,Weekend (Sat & Sun),Neutral,Yes,Important,Moderately Important,Very Important,Very Important,Very Important,Yes,Nil
25,Male,Single,Employee,>100000,Post Graduate,3,Lagos,Supermarkets,Yes,Yes,Yes,No,Yes,Yes,Agree,Strongly agree,Strongly agree,Disagree,Disagree,Agree,Disagree,Strongly disagree,Strongly agree,Yes,Anytime (Mon-Sun),Strongly Agree,Yes,Important,Important,Important,Very Important,Slightly Important,Yes,I love being a part of zomato premium member. I get amazing offers
32,Female,Married,House wife,<50000,Graduate,3,Lagos,Supermarkets,Yes,Yes,Yes,No,Yes,Yes,Agree,Strongly agree,Agree,Neutral,Agree,Disagree,Disagree,Strongly disagree,Strongly agree,Yes,Anytime (Mon-Sun),Strongly Agree,Yes,Very Important,Very Important,Moderately Important,Important,Important,Yes,"Whenever I'm not well, use dunzo to order for my whole family "
27,Male,Married,Employee,>200000,Ph.D,5,Lagos,Supermarkets,Yes,Yes,Yes,No,Yes,Yes,Agree,Disagree,Neutral,Disagree,Agree,Strongly agree,Agree,Disagree,Strongly agree,Yes,Anytime (Mon-Sun),Strongly Agree,Yes,Very Important,Very Important,Very Important,Very Important,Very Important,No,Worst behavior by customer care. They process refund quite late
20,Female,Single,Student,<50000,Graduate,2,Lagos,Supermarkets,Yes,Yes,Yes,No,Yes,Yes,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Disagree,Disagree,Disagree,Agree,Yes,Anytime (Mon-Sun),Agree,Yes,Very Important,Moderately Important,Important,Moderately Important,Important,Yes,Best delivery people working hard for their family. respect them
21,Male,Single,Student,<50000,Graduate,2,Lagos,Supermarkets,Yes,Yes,Yes,No,Yes,Yes,Agree,Agree,Strongly agree,Strongly agree,Strongly disagree,Neutral,Strongly disagree,Strongly disagree,Disagree,Yes,Anytime (Mon-Sun),Strongly Agree,Yes,Very Important,Very Important,Important,Important,Important,Yes,I have no issues with the food delivery service. They're good
